date,district,bio_total,bio_age_5_17,bio_age_17_,age_5_ratio,age_17_ratio,dependency_ratio
2024-04-01,Ramanathapuram,3442,1306,2136,0.3794,0.6206,0.3699
2024-04-08,Ramanathapuram,3428,1314,2114,0.3833,0.6167,0.3673
2024-04-15,Ramanathapuram,3412,1321,2091,0.3872,0.6128,0.365
2024-04-22,Ramanathapuram,3392,1324,2068,0.3903,0.6097,0.3631
2024-04-29,Ramanathapuram,3363,1322,2041,0.3931,0.6069,0.3616
2024-05-06,Ramanathapuram,3364,1328,2036,0.3948,0.6052,0.3606
2024-05-13,Ramanathapuram,3373,1335,2038,0.3958,0.6042,0.3601
2024-05-20,Ramanathapuram,3424,1355,2069,0.3957,0.6043,0.3601
2024-05-27,Ramanathapuram,3468,1369,2099,0.3948,0.6052,0.3606
2024-06-03,Ramanathapuram,3501,1375,2126,0.3927,0.6073,0.3616
2024-06-10,Ramanathapuram,3525,1375,2150,0.3901,0.6099,0.3631
2024-06-17,Ramanathapuram,3548,1373,2175,0.387,0.613,0.3651
2024-06-24,Ramanathapuram,3573,1369,2204,0.3832,0.6168,0.3674
2024-07-01,Ramanathapuram,3569,1353,2216,0.3791,0.6209,0.3701
2024-07-08,Ramanathapuram,3520,1321,2199,0.3753,0.6247,0.373
2024-07-15,Ramanathapuram,3483,1294,2189,0.3715,0.6285,0.3761
2024-07-22,Ramanathapuram,3436,1265,2171,0.3682,0.6318,0.3793
2024-07-29,Ramanathapuram,3449,1261,2188,0.3656,0.6344,0.3825
2024-08-05,Ramanathapuram,3412,1241,2171,0.3637,0.6363,0.3856
2024-08-12,Ramanathapuram,3420,1241,2179,0.3629,0.6371,0.3886
2024-08-19,Ramanathapuram,3461,1256,2205,0.3629,0.6371,0.3914
2024-08-26,Ramanathapuram,3463,1260,2203,0.3638,0.6362,0.3939
2024-09-02,Ramanathapuram,3502,1281,2221,0.3658,0.6342,0.396
2024-09-09,Ramanathapuram,3533,1302,2231,0.3685,0.6315,0.3977
2024-09-16,Ramanathapuram,3526,1311,2215,0.3718,0.6282,0.399
2024-09-23,Ramanathapuram,3524,1323,2201,0.3754,0.6246,0.3998
2024-09-30,Ramanathapuram,3494,1326,2168,0.3795,0.6205,0.4
2024-10-07,Ramanathapuram,3492,1339,2153,0.3834,0.6166,0.3997
2024-10-14,Ramanathapuram,3444,1333,2111,0.387,0.613,0.3989
2024-10-21,Ramanathapuram,3397,1326,2071,0.3903,0.6097,0.3977
2024-10-28,Ramanathapuram,3389,1332,2057,0.393,0.607,0.3959
2024-11-04,Ramanathapuram,3386,1337,2049,0.3949,0.6051,0.3938
2024-11-11,Ramanathapuram,3393,1343,2050,0.3958,0.6042,0.3913
2024-11-18,Ramanathapuram,3411,1350,2061,0.3958,0.6042,0.3885
2024-11-25,Ramanathapuram,3440,1358,2082,0.3948,0.6052,0.3855
2024-12-02,Ramanathapuram,3510,1379,2131,0.3929,0.6071,0.3823
2024-12-09,Ramanathapuram,3555,1387,2168,0.3902,0.6098,0.3791
2024-12-16,Ramanathapuram,3551,1374,2177,0.3869,0.6131,0.3759
2024-12-23,Ramanathapuram,3573,1369,2204,0.3832,0.6168,0.3728
2024-12-30,Ramanathapuram,3560,1350,2210,0.3792,0.6208,0.3699
2025-01-06,Ramanathapuram,3572,1340,2232,0.3751,0.6249,0.3673
2025-01-13,Ramanathapuram,3532,1312,2220,0.3715,0.6285,0.365
2025-01-20,Ramanathapuram,3538,1303,2235,0.3683,0.6317,0.3631
2025-01-27,Ramanathapuram,3515,1285,2230,0.3656,0.6344,0.3616
2025-02-03,Ramanathapuram,3511,1277,2234,0.3637,0.6363,0.3606
2025-02-10,Ramanathapuram,3505,1272,2233,0.3629,0.6371,0.3601
2025-02-17,Ramanathapuram,3506,1272,2234,0.3628,0.6372,0.3601
2025-02-24,Ramanathapuram,3507,1276,2231,0.3638,0.6362,0.3606
2025-03-03,Ramanathapuram,3518,1287,2231,0.3658,0.6342,0.3616
2025-03-10,Ramanathapuram,3537,1303,2234,0.3684,0.6316,0.3631
2025-03-17,Ramanathapuram,3548,1319,2229,0.3718,0.6282,0.3651
2025-03-24,Ramanathapuram,3550,1333,2217,0.3755,0.6245,0.3674
2025-03-31,Ramanathapuram,3520,1336,2184,0.3795,0.6205,0.3701
2025-04-07,Ramanathapuram,3504,1343,2161,0.3833,0.6167,0.373
2025-04-14,Ramanathapuram,3482,1348,2134,0.3871,0.6129,0.3761
2025-04-21,Ramanathapuram,3493,1364,2129,0.3905,0.6095,0.3793
2025-04-28,Ramanathapuram,3479,1367,2112,0.3929,0.6071,0.3825
2025-05-05,Ramanathapuram,3473,1371,2102,0.3948,0.6052,0.3856
2025-05-12,Ramanathapuram,3470,1373,2097,0.3957,0.6043,0.3886
2025-05-19,Ramanathapuram,3434,1359,2075,0.3957,0.6043,0.3914
2025-05-26,Ramanathapuram,3463,1367,2096,0.3947,0.6053,0.3939
2025-06-02,Ramanathapuram,3470,1363,2107,0.3928,0.6072,0.396
2025-06-09,Ramanathapuram,3506,1368,2138,0.3902,0.6098,0.3977
2025-06-16,Ramanathapuram,3547,1372,2175,0.3868,0.6132,0.399
2025-06-23,Ramanathapuram,3555,1362,2193,0.3831,0.6169,0.3998
2024-01-01,Pudukkottai,3509,1331,2178,0.3793,0.6207,0.38
2024-01-08,Pudukkottai,3512,1346,2166,0.3833,0.6167,0.3832
2024-01-15,Pudukkottai,3509,1358,2151,0.387,0.613,0.3863
2024-01-22,Pudukkottai,3525,1376,2149,0.3904,0.6096,0.3893
2024-01-29,Pudukkottai,3529,1387,2142,0.393,0.607,0.392
2024-02-05,Pudukkottai,3563,1407,2156,0.3949,0.6051,0.3944
2024-02-12,Pudukkottai,3601,1425,2176,0.3957,0.6043,0.3965
2024-02-19,Pudukkottai,3601,1425,2176,0.3957,0.6043,0.3981
2024-02-26,Pudukkottai,3547,1400,2147,0.3947,0.6053,0.3992
2024-03-04,Pudukkottai,3533,1388,2145,0.3929,0.6071,0.3999
2024-03-11,Pudukkottai,3498,1365,2133,0.3902,0.6098,0.4
2024-03-18,Pudukkottai,3481,1347,2134,0.387,0.613,0.3996
2024-03-25,Pudukkottai,3457,1325,2132,0.3833,0.6167,0.3987
2024-04-01,Pudukkottai,3499,1327,2172,0.3793,0.6207,0.3973
2024-04-08,Pudukkottai,3471,1303,2168,0.3754,0.6246,0.3955
2024-04-15,Pudukkottai,3519,1308,2211,0.3717,0.6283,0.3933
2024-04-22,Pudukkottai,3563,1312,2251,0.3682,0.6318,0.3907
2024-04-29,Pudukkottai,3554,1300,2254,0.3658,0.6342,0.3878
2024-05-06,Pudukkottai,3527,1283,2244,0.3638,0.6362,0.3848
2024-05-13,Pudukkottai,3530,1281,2249,0.3629,0.6371,0.3816
2024-05-20,Pudukkottai,3497,1269,2228,0.3629,0.6371,0.3784
2024-05-27,Pudukkottai,3425,1246,2179,0.3638,0.6362,0.3752
2024-06-03,Pudukkottai,3396,1242,2154,0.3657,0.6343,0.3722
2024-06-10,Pudukkottai,3375,1243,2132,0.3683,0.6317,0.3693
2024-06-17,Pudukkottai,3396,1262,2134,0.3716,0.6284,0.3667
2024-06-24,Pudukkottai,3402,1277,2125,0.3754,0.6246,0.3645
2024-07-01,Pudukkottai,3412,1294,2118,0.3792,0.6208,0.3627
2024-07-08,Pudukkottai,3410,1307,2103,0.3833,0.6167,0.3613
2024-07-15,Pudukkottai,3496,1353,2143,0.387,0.613,0.3604
2024-07-22,Pudukkottai,3536,1380,2156,0.3903,0.6097,0.36
2024-07-29,Pudukkottai,3525,1385,2140,0.3929,0.6071,0.3601
2024-08-05,Pudukkottai,3556,1404,2152,0.3948,0.6052,0.3608
2024-08-12,Pudukkottai,3555,1407,2148,0.3958,0.6042,0.3619
2024-08-19,Pudukkottai,3545,1403,2142,0.3958,0.6042,0.3635
2024-08-26,Pudukkottai,3535,1396,2139,0.3949,0.6051,0.3656
2024-09-02,Pudukkottai,3537,1390,2147,0.393,0.607,0.368
2024-09-09,Pudukkottai,3485,1360,2125,0.3902,0.6098,0.3707
2024-09-16,Pudukkottai,3510,1358,2152,0.3869,0.6131,0.3737
2024-09-23,Pudukkottai,3519,1349,2170,0.3833,0.6167,0.3768
2024-09-30,Pudukkottai,3538,1342,2196,0.3793,0.6207,0.38
2024-10-07,Pudukkottai,3578,1343,2235,0.3753,0.6247,0.3832
2024-10-14,Pudukkottai,3581,1331,2250,0.3717,0.6283,0.3863
2024-10-21,Pudukkottai,3614,1331,2283,0.3683,0.6317,0.3893
2024-10-28,Pudukkottai,3625,1326,2299,0.3658,0.6342,0.392
2024-11-04,Pudukkottai,3607,1312,2295,0.3637,0.6363,0.3944
2024-11-11,Pudukkottai,3580,1299,2281,0.3628,0.6372,0.3965
2024-11-18,Pudukkottai,3519,1277,2242,0.3629,0.6371,0.3981
2024-11-25,Pudukkottai,3521,1281,2240,0.3638,0.6362,0.3992
2024-12-02,Pudukkottai,3484,1274,2210,0.3657,0.6343,0.3999
2024-12-09,Pudukkottai,3484,1283,2201,0.3683,0.6317,0.4
2024-12-16,Pudukkottai,3499,1300,2199,0.3715,0.6285,0.3996
2024-12-23,Pudukkottai,3495,1312,2183,0.3754,0.6246,0.3987
2024-12-30,Pudukkottai,3517,1334,2183,0.3793,0.6207,0.3973
2025-01-06,Pudukkottai,3528,1352,2176,0.3832,0.6168,0.3955
2025-01-13,Pudukkottai,3563,1379,2184,0.387,0.613,0.3933
2025-01-20,Pudukkottai,3613,1410,2203,0.3903,0.6097,0.3907
2025-01-27,Pudukkottai,3621,1423,2198,0.393,0.607,0.3878
2025-02-03,Pudukkottai,3656,1443,2213,0.3947,0.6053,0.3848
2025-02-10,Pudukkottai,3667,1451,2216,0.3957,0.6043,0.3816
2025-02-17,Pudukkottai,3676,1455,2221,0.3958,0.6042,0.3784
2025-02-24,Pudukkottai,3670,1449,2221,0.3948,0.6052,0.3752
2025-03-03,Pudukkottai,3639,1430,2209,0.393,0.607,0.3722
2025-03-10,Pudukkottai,3643,1422,2221,0.3903,0.6097,0.3693
2025-03-17,Pudukkottai,3625,1403,2222,0.387,0.613,0.3667
2025-03-24,Pudukkottai,3616,1386,2230,0.3833,0.6167,0.3645
2025-03-31,Pudukkottai,3626,1375,2251,0.3792,0.6208,0.3627
2025-04-07,Pudukkottai,3644,1368,2276,0.3754,0.6246,0.3613
2025-04-14,Pudukkottai,3672,1365,2307,0.3717,0.6283,0.3604
2025-04-21,Pudukkottai,3692,1360,2332,0.3684,0.6316,0.36
2025-04-28,Pudukkottai,3695,1351,2344,0.3656,0.6344,0.3601
2025-05-05,Pudukkottai,3668,1335,2333,0.364,0.636,0.3608
2025-05-12,Pudukkottai,3635,1319,2316,0.3629,0.6371,0.3619
2025-05-19,Pudukkottai,3599,1306,2293,0.3629,0.6371,0.3635
2025-05-26,Pudukkottai,3575,1301,2274,0.3639,0.6361,0.3656
2025-06-02,Pudukkottai,3525,1289,2236,0.3657,0.6343,0.368
2025-06-09,Pudukkottai,3508,1292,2216,0.3683,0.6317,0.3707
2025-06-16,Pudukkottai,3500,1301,2199,0.3717,0.6283,0.3737
2025-06-23,Pudukkottai,3503,1315,2188,0.3754,0.6246,0.3768
2024-01-01,Dharmapuri,3597,1385,2212,0.385,0.615,0.3835
2024-01-08,Dharmapuri,3640,1414,2226,0.3885,0.6115,0.3866
2024-01-15,Dharmapuri,3619,1417,2202,0.3915,0.6085,0.3895
2024-01-22,Dharmapuri,3638,1433,2205,0.3939,0.6061,0.3922
2024-01-29,Dharmapuri,3636,1437,2199,0.3952,0.6048,0.3946
2024-02-05,Dharmapuri,3630,1437,2193,0.3959,0.6041,0.3966
2024-02-12,Dharmapuri,3614,1429,2185,0.3954,0.6046,0.3982
2024-02-19,Dharmapuri,3594,1416,2178,0.394,0.606,0.3993
2024-02-26,Dharmapuri,3542,1388,2154,0.3919,0.6081,0.3999
2024-03-04,Dharmapuri,3523,1370,2153,0.3889,0.6111,0.4
2024-03-11,Dharmapuri,3511,1353,2158,0.3854,0.6146,0.3995
2024-03-18,Dharmapuri,3510,1339,2171,0.3815,0.6185,0.3986
2024-03-25,Dharmapuri,3505,1323,2182,0.3775,0.6225,0.3972
2024-04-01,Dharmapuri,3519,1315,2204,0.3737,0.6263,0.3953
2024-04-08,Dharmapuri,3532,1307,2225,0.37,0.63,0.3931
2024-04-15,Dharmapuri,3547,1302,2245,0.3671,0.6329,0.3905
2024-04-22,Dharmapuri,3543,1292,2251,0.3647,0.6353,0.3876
2024-04-29,Dharmapuri,3540,1286,2254,0.3633,0.6367,0.3845
2024-05-06,Dharmapuri,3526,1279,2247,0.3627,0.6373,0.3813
2024-05-13,Dharmapuri,3493,1269,2224,0.3633,0.6367,0.3781
2024-05-20,Dharmapuri,3509,1279,2230,0.3645,0.6355,0.3749
2024-05-27,Dharmapuri,3490,1280,2210,0.3668,0.6332,0.3719
2024-06-03,Dharmapuri,3495,1292,2203,0.3697,0.6303,0.3691
2024-06-10,Dharmapuri,3488,1302,2186,0.3733,0.6267,0.3665
2024-06-17,Dharmapuri,3500,1320,2180,0.3771,0.6229,0.3643
2024-06-24,Dharmapuri,3517,1340,2177,0.381,0.619,0.3625
2024-07-01,Dharmapuri,3539,1362,2177,0.3849,0.6151,0.3612
2024-07-08,Dharmapuri,3580,1391,2189,0.3885,0.6115,0.3604
2024-07-15,Dharmapuri,3617,1416,2201,0.3915,0.6085,0.36
2024-07-22,Dharmapuri,3669,1445,2224,0.3938,0.6062,0.3602
2024-07-29,Dharmapuri,3688,1458,2230,0.3953,0.6047,0.3609
2024-08-05,Dharmapuri,3706,1467,2239,0.3958,0.6042,0.3621
2024-08-12,Dharmapuri,3697,1462,2235,0.3955,0.6045,0.3637
2024-08-19,Dharmapuri,3654,1440,2214,0.3941,0.6059,0.3658
2024-08-26,Dharmapuri,3626,1421,2205,0.3919,0.6081,0.3682
2024-09-02,Dharmapuri,3636,1414,2222,0.3889,0.6111,0.371
2024-09-09,Dharmapuri,3638,1402,2236,0.3854,0.6146,0.3739
2024-09-16,Dharmapuri,3643,1390,2253,0.3816,0.6184,0.3771
2024-09-23,Dharmapuri,3666,1384,2282,0.3775,0.6225,0.3803
2024-09-30,Dharmapuri,3693,1380,2313,0.3737,0.6263,0.3835
2024-10-07,Dharmapuri,3691,1366,2325,0.3701,0.6299,0.3866
2024-10-14,Dharmapuri,3684,1352,2332,0.367,0.633,0.3895
2024-10-21,Dharmapuri,3696,1348,2348,0.3647,0.6353,0.3922
2024-10-28,Dharmapuri,3696,1343,2353,0.3634,0.6366,0.3946
2024-11-04,Dharmapuri,3663,1329,2334,0.3628,0.6372,0.3966
2024-11-11,Dharmapuri,3646,1324,2322,0.3631,0.6369,0.3982
2024-11-18,Dharmapuri,3634,1325,2309,0.3646,0.6354,0.3993
2024-11-25,Dharmapuri,3607,1323,2284,0.3668,0.6332,0.3999
2024-12-02,Dharmapuri,3570,1320,2250,0.3697,0.6303,0.4
2024-12-09,Dharmapuri,3574,1334,2240,0.3733,0.6267,0.3995
2024-12-16,Dharmapuri,3584,1352,2232,0.3772,0.6228,0.3986
2024-12-23,Dharmapuri,3594,1370,2224,0.3812,0.6188,0.3972
2024-12-30,Dharmapuri,3639,1401,2238,0.385,0.615,0.3953
2025-01-06,Dharmapuri,3650,1418,2232,0.3885,0.6115,0.3931
2025-01-13,Dharmapuri,3691,1445,2246,0.3915,0.6085,0.3905
2025-01-20,Dharmapuri,3735,1471,2264,0.3938,0.6062,0.3876
2025-01-27,Dharmapuri,3746,1481,2265,0.3954,0.6046,0.3845
2025-02-03,Dharmapuri,3743,1482,2261,0.3959,0.6041,0.3813
2025-02-10,Dharmapuri,3725,1473,2252,0.3954,0.6046,0.3781
2025-02-17,Dharmapuri,3750,1478,2272,0.3941,0.6059,0.3749
2025-02-24,Dharmapuri,3736,1464,2272,0.3919,0.6081,0.3719
2025-03-03,Dharmapuri,3743,1456,2287,0.389,0.611,0.3691
2025-03-10,Dharmapuri,3758,1448,2310,0.3853,0.6147,0.3665
2025-03-17,Dharmapuri,3751,1431,2320,0.3815,0.6185,0.3643
2025-03-24,Dharmapuri,3727,1407,2320,0.3775,0.6225,0.3625
2025-03-31,Dharmapuri,3701,1383,2318,0.3737,0.6263,0.3612
2025-04-07,Dharmapuri,3736,1383,2353,0.3702,0.6298,0.3604
2025-04-14,Dharmapuri,3746,1375,2371,0.3671,0.6329,0.36
2025-04-21,Dharmapuri,3742,1365,2377,0.3648,0.6352,0.3602
2025-04-28,Dharmapuri,3741,1359,2382,0.3633,0.6367,0.3609
2025-05-05,Dharmapuri,3735,1355,2380,0.3628,0.6372,0.3621
2025-05-12,Dharmapuri,3717,1350,2367,0.3632,0.6368,0.3637
2025-05-19,Dharmapuri,3668,1337,2331,0.3645,0.6355,0.3658
2025-05-26,Dharmapuri,3643,1336,2307,0.3667,0.6333,0.3682
2025-06-02,Dharmapuri,3646,1348,2298,0.3697,0.6303,0.371
2025-06-09,Dharmapuri,3616,1350,2266,0.3733,0.6267,0.3739
2025-06-16,Dharmapuri,3646,1375,2271,0.3771,0.6229,0.3771
2025-06-23,Dharmapuri,3687,1405,2282,0.3811,0.6189,0.3803
2024-01-01,Krishnagiri,3660,1427,2233,0.3899,0.6101,0.3869
2024-01-08,Krishnagiri,3668,1440,2228,0.3926,0.6074,0.3898
2024-01-15,Krishnagiri,3723,1469,2254,0.3946,0.6054,0.3925
2024-01-22,Krishnagiri,3736,1478,2258,0.3956,0.6044,0.3948
2024-01-29,Krishnagiri,3737,1479,2258,0.3958,0.6042,0.3968
2024-02-05,Krishnagiri,3748,1480,2268,0.3949,0.6051,0.3983
2024-02-12,Krishnagiri,3719,1462,2257,0.3931,0.6069,0.3994
2024-02-19,Krishnagiri,3702,1446,2256,0.3906,0.6094,0.3999
2024-02-26,Krishnagiri,3678,1425,2253,0.3874,0.6126,0.4
2024-03-04,Krishnagiri,3659,1404,2255,0.3837,0.6163,0.3995
2024-03-11,Krishnagiri,3645,1384,2261,0.3797,0.6203,0.3985
2024-03-18,Krishnagiri,3616,1359,2257,0.3758,0.6242,0.397
2024-03-25,Krishnagiri,3646,1356,2290,0.3719,0.6281,0.3951
2024-04-01,Krishnagiri,3652,1346,2306,0.3686,0.6314,0.3928
2024-04-08,Krishnagiri,3676,1345,2331,0.3659,0.6341,0.3902
2024-04-15,Krishnagiri,3657,1331,2326,0.364,0.636,0.3873
2024-04-22,Krishnagiri,3668,1331,2337,0.3629,0.6371,0.3842
2024-04-29,Krishnagiri,3663,1329,2334,0.3628,0.6372,0.3811
2024-05-06,Krishnagiri,3629,1320,2309,0.3637,0.6363,0.3778
2024-05-13,Krishnagiri,3620,1323,2297,0.3655,0.6345,0.3747
2024-05-20,Krishnagiri,3600,1325,2275,0.3681,0.6319,0.3717
2024-05-27,Krishnagiri,3590,1333,2257,0.3713,0.6287,0.3688
2024-06-03,Krishnagiri,3564,1336,2228,0.3749,0.6251,0.3663
2024-06-10,Krishnagiri,3555,1347,2208,0.3789,0.6211,0.3642
2024-06-17,Krishnagiri,3570,1367,2203,0.3829,0.6171,0.3624
2024-06-24,Krishnagiri,3588,1387,2201,0.3866,0.6134,0.3611
2024-07-01,Krishnagiri,3633,1417,2216,0.39,0.61,0.3603
2024-07-08,Krishnagiri,3651,1434,2217,0.3928,0.6072,0.36
2024-07-15,Krishnagiri,3708,1463,2245,0.3946,0.6054,0.3602
2024-07-22,Krishnagiri,3745,1482,2263,0.3957,0.6043,0.361
2024-07-29,Krishnagiri,3752,1485,2267,0.3958,0.6042,0.3622
2024-08-05,Krishnagiri,3773,1490,2283,0.3949,0.6051,0.3639
2024-08-12,Krishnagiri,3767,1481,2286,0.3932,0.6068,0.366
2024-08-19,Krishnagiri,3753,1466,2287,0.3906,0.6094,0.3684
2024-08-26,Krishnagiri,3723,1442,2281,0.3873,0.6127,0.3712
2024-09-02,Krishnagiri,3704,1421,2283,0.3836,0.6164,0.3742
2024-09-09,Krishnagiri,3737,1419,2318,0.3797,0.6203,0.3773
2024-09-16,Krishnagiri,3721,1398,2323,0.3757,0.6243,0.3806
2024-09-23,Krishnagiri,3729,1387,2342,0.3719,0.6281,0.3838
2024-09-30,Krishnagiri,3719,1371,2348,0.3686,0.6314,0.3869
2024-10-07,Krishnagiri,3741,1369,2372,0.3659,0.6341,0.3898
2024-10-14,Krishnagiri,3718,1353,2365,0.3639,0.6361,0.3925
2024-10-21,Krishnagiri,3738,1357,2381,0.363,0.637,0.3948
2024-10-28,Krishnagiri,3755,1362,2393,0.3627,0.6373,0.3968
2024-11-04,Krishnagiri,3712,1350,2362,0.3637,0.6363,0.3983
2024-11-11,Krishnagiri,3707,1355,2352,0.3655,0.6345,0.3994
2024-11-18,Krishnagiri,3668,1350,2318,0.368,0.632,0.3999
2024-11-25,Krishnagiri,3648,1354,2294,0.3712,0.6288,0.4
2024-12-02,Krishnagiri,3600,1350,2250,0.375,0.625,0.3995
2024-12-09,Krishnagiri,3586,1359,2227,0.379,0.621,0.3985
2024-12-16,Krishnagiri,3587,1373,2214,0.3828,0.6172,0.397
2024-12-23,Krishnagiri,3631,1404,2227,0.3867,0.6133,0.3951
2024-12-30,Krishnagiri,3666,1430,2236,0.3901,0.6099,0.3928
2025-01-06,Krishnagiri,3689,1449,2240,0.3928,0.6072,0.3902
2025-01-13,Krishnagiri,3742,1477,2265,0.3947,0.6053,0.3873
2025-01-20,Krishnagiri,3733,1477,2256,0.3957,0.6043,0.3842
2025-01-27,Krishnagiri,3755,1486,2269,0.3957,0.6043,0.3811
2025-02-03,Krishnagiri,3772,1490,2282,0.395,0.605,0.3778
2025-02-10,Krishnagiri,3739,1470,2269,0.3932,0.6068,0.3747
2025-02-17,Krishnagiri,3726,1455,2271,0.3905,0.6095,0.3717
2025-02-24,Krishnagiri,3720,1441,2279,0.3874,0.6126,0.3688
2025-03-03,Krishnagiri,3715,1425,2290,0.3836,0.6164,0.3663
2025-03-10,Krishnagiri,3685,1399,2286,0.3796,0.6204,0.3642
2025-03-17,Krishnagiri,3689,1386,2303,0.3757,0.6243,0.3624
2025-03-24,Krishnagiri,3710,1380,2330,0.372,0.628,0.3611
2025-03-31,Krishnagiri,3709,1367,2342,0.3686,0.6314,0.3603
2025-04-07,Krishnagiri,3741,1369,2372,0.3659,0.6341,0.36
2025-04-14,Krishnagiri,3748,1364,2384,0.3639,0.6361,0.3602
2025-04-21,Krishnagiri,3788,1375,2413,0.363,0.637,0.361
2025-04-28,Krishnagiri,3784,1373,2411,0.3628,0.6372,0.3622
2025-05-05,Krishnagiri,3794,1380,2414,0.3637,0.6363,0.3639
2025-05-12,Krishnagiri,3808,1392,2416,0.3655,0.6345,0.366
2025-05-19,Krishnagiri,3755,1382,2373,0.368,0.632,0.3684
2025-05-26,Krishnagiri,3728,1384,2344,0.3712,0.6288,0.3712
2025-06-02,Krishnagiri,3700,1387,2313,0.3749,0.6251,0.3742
2025-06-09,Krishnagiri,3709,1405,2304,0.3788,0.6212,0.3773
2025-06-16,Krishnagiri,3735,1430,2305,0.3829,0.6171,0.3806
2025-06-23,Krishnagiri,3750,1450,2300,0.3867,0.6133,0.3838
2024-01-01,Villupuram,3936,1549,2387,0.3935,0.6065,0.39
2024-01-08,Villupuram,3968,1568,2400,0.3952,0.6048,0.3927
2024-01-15,Villupuram,3994,1581,2413,0.3958,0.6042,0.395
2024-01-22,Villupuram,3982,1575,2407,0.3955,0.6045,0.3969
2024-01-29,Villupuram,3964,1563,2401,0.3943,0.6057,0.3984
2024-02-05,Villupuram,3946,1547,2399,0.392,0.608,0.3994
2024-02-12,Villupuram,3898,1517,2381,0.3892,0.6108,0.3999
2024-02-19,Villupuram,3881,1497,2384,0.3857,0.6143,0.3999
2024-02-26,Villupuram,3843,1468,2375,0.382,0.618,0.3994
2024-03-04,Villupuram,3844,1453,2391,0.378,0.622,0.3984
2024-03-11,Villupuram,3882,1452,2430,0.374,0.626,0.3969
2024-03-18,Villupuram,3896,1443,2453,0.3704,0.6296,0.395
2024-03-25,Villupuram,3918,1439,2479,0.3673,0.6327,0.3926
2024-04-01,Villupuram,3921,1431,2490,0.365,0.635,0.39
2024-04-08,Villupuram,3954,1437,2517,0.3634,0.6366,0.3871
2024-04-15,Villupuram,3947,1432,2515,0.3628,0.6372,0.384
2024-04-22,Villupuram,3929,1427,2502,0.3632,0.6368,0.3808
2024-04-29,Villupuram,3906,1423,2483,0.3643,0.6357,0.3776
2024-05-06,Villupuram,3877,1421,2456,0.3665,0.6335,0.3744
2024-05-13,Villupuram,3850,1422,2428,0.3694,0.6306,0.3714
2024-05-20,Villupuram,3851,1436,2415,0.3729,0.6271,0.3686
2024-05-27,Villupuram,3862,1455,2407,0.3767,0.6233,0.3661
2024-06-03,Villupuram,3859,1469,2390,0.3807,0.6193,0.364
2024-06-10,Villupuram,3856,1483,2373,0.3846,0.6154,0.3623
2024-06-17,Villupuram,3856,1497,2359,0.3882,0.6118,0.361
2024-06-24,Villupuram,3887,1521,2366,0.3913,0.6087,0.3603
2024-07-01,Villupuram,3930,1547,2383,0.3936,0.6064,0.36
2024-07-08,Villupuram,3992,1578,2414,0.3953,0.6047,0.3603
2024-07-15,Villupuram,4009,1587,2422,0.3959,0.6041,0.361
2024-07-22,Villupuram,4010,1586,2424,0.3955,0.6045,0.3623
2024-07-29,Villupuram,4028,1588,2440,0.3942,0.6058,0.364
2024-08-05,Villupuram,4039,1584,2455,0.3922,0.6078,0.3662
2024-08-12,Villupuram,3988,1552,2436,0.3892,0.6108,0.3687
2024-08-19,Villupuram,3958,1527,2431,0.3858,0.6142,0.3715
2024-08-26,Villupuram,3946,1507,2439,0.3819,0.6181,0.3745
2024-09-02,Villupuram,3916,1480,2436,0.3779,0.6221,0.3776
2024-09-09,Villupuram,3909,1462,2447,0.374,0.626,0.3808
2024-09-16,Villupuram,3939,1459,2480,0.3704,0.6296,0.384
2024-09-23,Villupuram,3963,1456,2507,0.3674,0.6326,0.3871
2024-09-30,Villupuram,3978,1452,2526,0.365,0.635,0.39
2024-10-07,Villupuram,4012,1458,2554,0.3634,0.6366,0.3927
2024-10-14,Villupuram,3988,1447,2541,0.3628,0.6372,0.395
2024-10-21,Villupuram,3963,1439,2524,0.3631,0.6369,0.3969
2024-10-28,Villupuram,3927,1431,2496,0.3644,0.6356,0.3984
2024-11-04,Villupuram,3893,1427,2466,0.3666,0.6334,0.3994
2024-11-11,Villupuram,3846,1421,2425,0.3695,0.6305,0.3999
2024-11-18,Villupuram,3832,1429,2403,0.3729,0.6271,0.3999
2024-11-25,Villupuram,3788,1427,2361,0.3767,0.6233,0.3994
2024-12-02,Villupuram,3819,1454,2365,0.3807,0.6193,0.3984
2024-12-09,Villupuram,3869,1488,2381,0.3846,0.6154,0.3969
2024-12-16,Villupuram,3880,1506,2374,0.3881,0.6119,0.395
2024-12-23,Villupuram,3907,1529,2378,0.3913,0.6087,0.3926
2024-12-30,Villupuram,3921,1544,2377,0.3938,0.6062,0.39
2025-01-06,Villupuram,3944,1559,2385,0.3953,0.6047,0.3871
2025-01-13,Villupuram,3993,1581,2412,0.3959,0.6041,0.384
2025-01-20,Villupuram,4030,1594,2436,0.3955,0.6045,0.3808
2025-01-27,Villupuram,4028,1588,2440,0.3942,0.6058,0.3776
2025-02-03,Villupuram,4024,1578,2446,0.3921,0.6079,0.3744
2025-02-10,Villupuram,3990,1553,2437,0.3892,0.6108,0.3714
2025-02-17,Villupuram,3964,1529,2435,0.3857,0.6143,0.3686
2025-02-24,Villupuram,3972,1517,2455,0.3819,0.6181,0.3661
2025-03-03,Villupuram,3961,1497,2464,0.3779,0.6221,0.364
2025-03-10,Villupuram,3968,1484,2484,0.374,0.626,0.3623
